"","HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","Lat","Lon","NumValue"
"512","Measles","All cases","Age standardised rate","N/1000000",2023,"HU","Hungary",47.130825,16.8652846,"NA"
"513","Measles","All cases","Age standardised rate","N/1000000",2023,"IE","Ireland",53.2667296,-13.4969127,"NA"
"514","Measles","All cases","Age standardised rate","N/1000000",2023,"IS","Iceland",64.7707364,-24.5196408,"0.000000000"
"515","Measles","All cases","Age standardised rate","N/1000000",2023,"IT","Italy",40.8030637,2.118703,"NA"
"516","Measles","All cases","Age standardised rate","N/1000000",2023,"LI","Liechtenstein",47.1593002,9.3888262,"NA"
"517","Measles","All cases","Age standardised rate","N/1000000",2023,"LT","Lithuania",55.1450555,21.2444669,"NA"
"518","Measles","All cases","Age standardised rate","N/1000000",2023,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"519","Measles","All cases","Age standardised rate","N/1000000",2023,"LV","Latvia",56.8523539,21.9054152,"NA"
"520","Measles","All cases","Age standardised rate","N/1000000",2023,"MT","Malta",35.935038,14.2135383,"0.000000000"
"521","Measles","All cases","Age standardised rate","N/1000000",2023,"NL","Netherlands",52.1835446,2.6402164,"NA"
"522","Measles","All cases","Age standardised rate","N/1000000",2023,"NO","Norway",63.0622908,-2.8732225,"NA"
"523","Measles","All cases","Age standardised rate","N/1000000",2023,"PL","Poland",51.8354408,13.8542533,"NA"
"524","Measles","All cases","Age standardised rate","N/1000000",2023,"PT","Portugal",35.5226149,-29.4418798,"NA"
"525","Measles","All cases","Age standardised rate","N/1000000",2023,"RO","Romania",45.8199508,19.7359343,"NA"
"526","Measles","All cases","Age standardised rate","N/1000000",2023,"SE","Sweden",60.4293287,-3.2645052,"NA"
"527","Measles","All cases","Age standardised rate","N/1000000",2023,"SI","Slovenia",46.1414895,13.6668529,"0.000000000"
"528","Measles","All cases","Age standardised rate","N/1000000",2023,"SK","Slovakia",48.6423179,17.0599442,"NA"
"529","Measles","All cases","Notification rate","N/1000000",1999,"AT","Austria",47.6661908,10.7060663,"2.756042270"
"530","Measles","All cases","Notification rate","N/1000000",1999,"DK","Denmark",56.201989,8.9038344,"1.129182840"
"531","Measles","All cases","Notification rate","N/1000000",1999,"EL","Greece",38.027144,19.0352981,"6.326895030"
"532","Measles","All cases","Notification rate","N/1000000",1999,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"52.403424000"
"533","Measles","All cases","Notification rate","N/1000000",1999,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"35.738406000"
"534","Measles","All cases","Notification rate","N/1000000",1999,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"535","Measles","All cases","Notification rate","N/1000000",1999,"IE","Ireland",53.2667296,-13.4969127,"39.389004190"
"536","Measles","All cases","Notification rate","N/1000000",1999,"IT","Italy",40.8030637,2.118703,"51.099025280"
"537","Measles","All cases","Notification rate","N/1000000",1999,"NL","Netherlands",52.1835446,2.6402164,"193.905861110"
"538","Measles","All cases","Notification rate","N/1000000",1999,"NO","Norway",63.0622908,-2.8732225,"0.674865680"
"539","Measles","All cases","Notification rate","N/1000000",1999,"SE","Sweden",60.4293287,-3.2645052,"2.371723090"
"540","Measles","All cases","Notification rate","N/1000000",1999,"UK","United Kingdom",54.0895811,-15.0113976,"1.911925610"
"541","Measles","All cases","Notification rate","N/1000000",2000,"DK","Denmark",56.201989,8.9038344,"2.626631790"
"542","Measles","All cases","Notification rate","N/1000000",2000,"EL","Greece",38.027144,19.0352981,"0.000000000"
"543","Measles","All cases","Notification rate","N/1000000",2000,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"28.279450000"
"544","Measles","All cases","Notification rate","N/1000000",2000,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"19.731857000"
"545","Measles","All cases","Notification rate","N/1000000",2000,"FI","Finland",64.4093773,15.3793338,"0.386749790"
"546","Measles","All cases","Notification rate","N/1000000",2000,"IE","Ireland",53.2667296,-13.4969127,"422.229663810"
"547","Measles","All cases","Notification rate","N/1000000",2000,"IT","Italy",40.8030637,2.118703,"25.209261460"
"548","Measles","All cases","Notification rate","N/1000000",2000,"NL","Netherlands",52.1835446,2.6402164,"20.675808980"
"549","Measles","All cases","Notification rate","N/1000000",2000,"NO","Norway",63.0622908,-2.8732225,"0.000000000"
"550","Measles","All cases","Notification rate","N/1000000",2000,"PT","Portugal",35.5226149,-29.4418798,"0.097570280"
"551","Measles","All cases","Notification rate","N/1000000",2000,"SE","Sweden",60.4293287,-3.2645052,"6.658070600"
"552","Measles","All cases","Notification rate","N/1000000",2000,"UK","United Kingdom",54.0895811,-15.0113976,"2.075350670"
"553","Measles","All cases","Notification rate","N/1000000",2001,"DE","Germany",51.0567272,5.1734704,"73.341037400"
"554","Measles","All cases","Notification rate","N/1000000",2001,"DK","Denmark",56.201989,8.9038344,"2.243321070"
"555","Measles","All cases","Notification rate","N/1000000",2001,"EL","Greece",38.027144,19.0352981,"1.107420830"
"556","Measles","All cases","Notification rate","N/1000000",2001,"ES","Spain",35.3248265,-17.5870176,"1.327905470"
"557","Measles","All cases","Notification rate","N/1000000",2001,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"29.378790000"
"558","Measles","All cases","Notification rate","N/1000000",2001,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"23.928239000"
"559","Measles","All cases","Notification rate","N/1000000",2001,"FI","Finland",64.4093773,15.3793338,"0.193008640"
"560","Measles","All cases","Notification rate","N/1000000",2001,"IE","Ireland",53.2667296,-13.4969127,"57.660451940"
"561","Measles","All cases","Notification rate","N/1000000",2001,"IT","Italy",40.8030637,2.118703,"14.501228320"
"562","Measles","All cases","Notification rate","N/1000000",2001,"LU","Luxembourg",49.8134791,5.4739377,"15.945330290"
"563","Measles","All cases","Notification rate","N/1000000",2001,"MT","Malta",35.935038,14.2135383,"5.109666210"
"564","Measles","All cases","Notification rate","N/1000000",2001,"NL","Netherlands",52.1835446,2.6402164,"1.063358990"
"565","Measles","All cases","Notification rate","N/1000000",2001,"NO","Norway",63.0622908,-2.8732225,"1.110263360"
"566","Measles","All cases","Notification rate","N/1000000",2001,"PT","Portugal",35.5226149,-29.4418798,"2.032761530"
"567","Measles","All cases","Notification rate","N/1000000",2001,"SE","Sweden",60.4293287,-3.2645052,"0.562886080"
"568","Measles","All cases","Notification rate","N/1000000",2001,"UK","United Kingdom",54.0895811,-15.0113976,"1.237292720"
"569","Measles","All cases","Notification rate","N/1000000",2002,"AT","Austria",47.6661908,10.7060663,"2.232242510"
"570","Measles","All cases","Notification rate","N/1000000",2002,"DE","Germany",51.0567272,5.1734704,"56.586396340"
"571","Measles","All cases","Notification rate","N/1000000",2002,"DK","Denmark",56.201989,8.9038344,"5.960858760"
"572","Measles","All cases","Notification rate","N/1000000",2002,"EL","Greece",38.027144,19.0352981,"0.459209600"
"573","Measles","All cases","Notification rate","N/1000000",2002,"ES","Spain",35.3248265,-17.5870176,"1.925172770"
"574","Measles","All cases","Notification rate","N/1000000",2002,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"90.901306000"
"575","Measles","All cases","Notification rate","N/1000000",2002,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"74.746080000"
"576","Measles","All cases","Notification rate","N/1000000",2002,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"577","Measles","All cases","Notification rate","N/1000000",2002,"IE","Ireland",53.2667296,-13.4969127,"76.672525230"
"578","Measles","All cases","Notification rate","N/1000000",2002,"IT","Italy",40.8030637,2.118703,"316.209656260"
"579","Measles","All cases","Notification rate","N/1000000",2002,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"580","Measles","All cases","Notification rate","N/1000000",2002,"MT","Malta",35.935038,14.2135383,"17.737640030"
"581","Measles","All cases","Notification rate","N/1000000",2002,"NL","Netherlands",52.1835446,2.6402164,"0.186274250"
"582","Measles","All cases","Notification rate","N/1000000",2002,"NO","Norway",63.0622908,-2.8732225,"1.105200490"
"583","Measles","All cases","Notification rate","N/1000000",2002,"PT","Portugal",35.5226149,-29.4418798,"0.673422110"
"584","Measles","All cases","Notification rate","N/1000000",2002,"SE","Sweden",60.4293287,-3.2645052,"0.897955440"
"585","Measles","All cases","Notification rate","N/1000000",2002,"UK","United Kingdom",54.0895811,-15.0113976,"5.300511660"
"586","Measles","All cases","Notification rate","N/1000000",2003,"AT","Austria",47.6661908,10.7060663,"12.221810300"
"587","Measles","All cases","Notification rate","N/1000000",2003,"BE","Belgium",50.493573,3.1470018,"4.248808690"
"588","Measles","All cases","Notification rate","N/1000000",2003,"DE","Germany",51.0567272,5.1734704,"9.426112120"
"589","Measles","All cases","Notification rate","N/1000000",2003,"DK","Denmark",56.201989,8.9038344,"0.000000000"
"590","Measles","All cases","Notification rate","N/1000000",2003,"EL","Greece",38.027144,19.0352981,"0.732884620"
"591","Measles","All cases","Notification rate","N/1000000",2003,"ES","Spain",35.3248265,-17.5870176,"6.120325890"
"592","Measles","All cases","Notification rate","N/1000000",2003,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"51.607245000"
"593","Measles","All cases","Notification rate","N/1000000",2003,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"43.624065000"
"594","Measles","All cases","Notification rate","N/1000000",2003,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"595","Measles","All cases","Notification rate","N/1000000",2003,"IE","Ireland",53.2667296,-13.4969127,"141.516894610"
"596","Measles","All cases","Notification rate","N/1000000",2003,"IT","Italy",40.8030637,2.118703,"209.660317020"
"597","Measles","All cases","Notification rate","N/1000000",2003,"LU","Luxembourg",49.8134791,5.4739377,"2.230649110"
"598","Measles","All cases","Notification rate","N/1000000",2003,"MT","Malta",35.935038,14.2135383,"2.517015020"
"599","Measles","All cases","Notification rate","N/1000000",2003,"NL","Netherlands",52.1835446,2.6402164,"0.247026840"
"600","Measles","All cases","Notification rate","N/1000000",2003,"NO","Norway",63.0622908,-2.8732225,"1.757371950"
"601","Measles","All cases","Notification rate","N/1000000",2003,"PT","Portugal",35.5226149,-29.4418798,"0.670203290"
"602","Measles","All cases","Notification rate","N/1000000",2003,"SE","Sweden",60.4293287,-3.2645052,"0.335540890"
"603","Measles","All cases","Notification rate","N/1000000",2003,"UK","United Kingdom",54.0895811,-15.0113976,"7.882168270"
"604","Measles","All cases","Notification rate","N/1000000",2004,"AT","Austria",47.6661908,10.7060663,"1.719358240"
"605","Measles","All cases","Notification rate","N/1000000",2004,"BE","Belgium",50.493573,3.1470018,"5.867403790"
"606","Measles","All cases","Notification rate","N/1000000",2004,"CZ","Czechia",49.7737786,12.8354699,"1.667427300"
"607","Measles","All cases","Notification rate","N/1000000",2004,"DE","Germany",51.0567272,5.1734704,"1.478220400"
"608","Measles","All cases","Notification rate","N/1000000",2004,"DK","Denmark",56.201989,8.9038344,"0.000000000"
"609","Measles","All cases","Notification rate","N/1000000",2004,"EL","Greece",38.027144,19.0352981,"0.091404590"
"610","Measles","All cases","Notification rate","N/1000000",2004,"ES","Spain",35.3248265,-17.5870176,"0.611082430"
"611","Measles","All cases","Notification rate","N/1000000",2004,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"4.592947000"
"612","Measles","All cases","Notification rate","N/1000000",2004,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"4.377957000"
"613","Measles","All cases","Notification rate","N/1000000",2004,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"614","Measles","All cases","Notification rate","N/1000000",2004,"IE","Ireland",53.2667296,-13.4969127,"80.916370440"
"615","Measles","All cases","Notification rate","N/1000000",2004,"IT","Italy",40.8030637,2.118703,"11.931285530"
"616","Measles","All cases","Notification rate","N/1000000",2004,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"617","Measles","All cases","Notification rate","N/1000000",2004,"MT","Malta",35.935038,14.2135383,"15.004989150"
"618","Measles","All cases","Notification rate","N/1000000",2004,"NL","Netherlands",52.1835446,2.6402164,"0.307540290"
"619","Measles","All cases","Notification rate","N/1000000",2004,"NO","Norway",63.0622908,-2.8732225,"1.529233370"
"620","Measles","All cases","Notification rate","N/1000000",2004,"PT","Portugal",35.5226149,-29.4418798,"0.095483160"
"621","Measles","All cases","Notification rate","N/1000000",2004,"SE","Sweden",60.4293287,-3.2645052,"0.557061470"
"622","Measles","All cases","Notification rate","N/1000000",2004,"UK","United Kingdom",54.0895811,-15.0113976,"3.378278990"
"623","Measles","All cases","Notification rate","N/1000000",2005,"AT","Austria",47.6661908,10.7060663,"1.219310110"
"624","Measles","All cases","Notification rate","N/1000000",2005,"BE","Belgium",50.493573,3.1470018,"2.393294480"
"625","Measles","All cases","Notification rate","N/1000000",2005,"BG","Bulgaria",42.6950461,22.90301,"0.390189440"
"626","Measles","All cases","Notification rate","N/1000000",2005,"CY","Cyprus",35.1670131,32.7657497,"1.364131790"
"627","Measles","All cases","Notification rate","N/1000000",2005,"CZ","Czechia",49.7737786,12.8354699,"0.000000000"
"628","Measles","All cases","Notification rate","N/1000000",2005,"DE","Germany",51.0567272,5.1734704,"9.430205980"
"629","Measles","All cases","Notification rate","N/1000000",2005,"DK","Denmark",56.201989,8.9038344,"0.369589780"
"630","Measles","All cases","Notification rate","N/1000000",2005,"EE","Estonia",58.6436119,22.2937524,"1.471832790"
"631","Measles","All cases","Notification rate","N/1000000",2005,"EL","Greece",38.027144,19.0352981,"10.574378350"
"632","Measles","All cases","Notification rate","N/1000000",2005,"ES","Spain",35.3248265,-17.5870176,"0.392642900"
"633","Measles","All cases","Notification rate","N/1000000",2005,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"18.676500000"
"634","Measles","All cases","Notification rate","N/1000000",2005,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"16.257548000"
"635","Measles","All cases","Notification rate","N/1000000",2005,"FI","Finland",64.4093773,15.3793338,"0.190963200"
"636","Measles","All cases","Notification rate","N/1000000",2005,"HU","Hungary",47.130825,16.8652846,"0.198067860"
"637","Measles","All cases","Notification rate","N/1000000",2005,"IE","Ireland",53.2667296,-13.4969127,"22.132115590"
"638","Measles","All cases","Notification rate","N/1000000",2005,"IS","Iceland",64.7707364,-24.5196408,"0.000000000"
"639","Measles","All cases","Notification rate","N/1000000",2005,"IT","Italy",40.8030637,2.118703,"3.714918660"
"640","Measles","All cases","Notification rate","N/1000000",2005,"LT","Lithuania",55.1450555,21.2444669,"0.298043040"
"641","Measles","All cases","Notification rate","N/1000000",2005,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"642","Measles","All cases","Notification rate","N/1000000",2005,"LV","Latvia",56.8523539,21.9054152,"0.888997930"
"643","Measles","All cases","Notification rate","N/1000000",2005,"MT","Malta",35.935038,14.2135383,"9.933741940"
"644","Measles","All cases","Notification rate","N/1000000",2005,"NL","Netherlands",52.1835446,2.6402164,"0.183986700"
"645","Measles","All cases","Notification rate","N/1000000",2005,"NO","Norway",63.0622908,-2.8732225,"0.000000000"
"646","Measles","All cases","Notification rate","N/1000000",2005,"PL","Poland",51.8354408,13.8542533,"0.366743340"
"647","Measles","All cases","Notification rate","N/1000000",2005,"PT","Portugal",35.5226149,-29.4418798,"0.667005120"
"648","Measles","All cases","Notification rate","N/1000000",2005,"RO","Romania",45.8199508,19.7359343,"264.096273020"
"649","Measles","All cases","Notification rate","N/1000000",2005,"SE","Sweden",60.4293287,-3.2645052,"1.220677110"
"650","Measles","All cases","Notification rate","N/1000000",2005,"SI","Slovenia",46.1414895,13.6668529,"0.000000000"
"651","Measles","All cases","Notification rate","N/1000000",2005,"SK","Slovakia",48.6423179,17.0599442,"0.000000000"
"652","Measles","All cases","Notification rate","N/1000000",2005,"UK","United Kingdom",54.0895811,-15.0113976,"1.296067510"
"653","Measles","All cases","Notification rate","N/1000000",2006,"AT","Austria",47.6661908,10.7060663,"3.028725150"
"654","Measles","All cases","Notification rate","N/1000000",2006,"BE","Belgium",50.493573,3.1470018,"1.427024530"
"655","Measles","All cases","Notification rate","N/1000000",2006,"BG","Bulgaria",42.6950461,22.90301,"0.131072400"
"656","Measles","All cases","Notification rate","N/1000000",2006,"CY","Cyprus",35.1670131,32.7657497,"0.000000000"
"657","Measles","All cases","Notification rate","N/1000000",2006,"CZ","Czechia",49.7737786,12.8354699,"0.684691860"
"658","Measles","All cases","Notification rate","N/1000000",2006,"DE","Germany",51.0567272,5.1734704,"27.984668960"
"659","Measles","All cases","Notification rate","N/1000000",2006,"DK","Denmark",56.201989,8.9038344,"4.974703630"
"660","Measles","All cases","Notification rate","N/1000000",2006,"EE","Estonia",58.6436119,22.2937524,"19.989635000"
"661","Measles","All cases","Notification rate","N/1000000",2006,"EL","Greece",38.027144,19.0352981,"47.161598710"
"662","Measles","All cases","Notification rate","N/1000000",2006,"ES","Spain",35.3248265,-17.5870176,"7.793688380"
"663","Measles","All cases","Notification rate","N/1000000",2006,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"16.776499000"
"664","Measles","All cases","Notification rate","N/1000000",2006,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"16.285622000"
"665","Measles","All cases","Notification rate","N/1000000",2006,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"666","Measles","All cases","Notification rate","N/1000000",2006,"FR","France",45.6203343,-7.9821305,"0.695876220"
"667","Measles","All cases","Notification rate","N/1000000",2006,"HU","Hungary",47.130825,16.8652846,"0.099240010"
"668","Measles","All cases","Notification rate","N/1000000",2006,"IE","Ireland",53.2667296,-13.4969127,"19.723603400"
"669","Measles","All cases","Notification rate","N/1000000",2006,"IS","Iceland",64.7707364,-24.5196408,"0.000000000"
"670","Measles","All cases","Notification rate","N/1000000",2006,"IT","Italy",40.8030637,2.118703,"9.833940050"
"671","Measles","All cases","Notification rate","N/1000000",2006,"LT","Lithuania",55.1450555,21.2444669,"0.303966610"
"672","Measles","All cases","Notification rate","N/1000000",2006,"LU","Luxembourg",49.8134791,5.4739377,"14.922636780"
"673","Measles","All cases","Notification rate","N/1000000",2006,"LV","Latvia",56.8523539,21.9054152,"3.142008920"
"674","Measles","All cases","Notification rate","N/1000000",2006,"MT","Malta",35.935038,14.2135383,"0.000000000"
"675","Measles","All cases","Notification rate","N/1000000",2006,"NL","Netherlands",52.1835446,2.6402164,"0.061221200"
"676","Measles","All cases","Notification rate","N/1000000",2006,"NO","Norway",63.0622908,-2.8732225,"0.000000000"
"677","Measles","All cases","Notification rate","N/1000000",2006,"PL","Poland",51.8354408,13.8542533,"3.144896790"
"678","Measles","All cases","Notification rate","N/1000000",2006,"PT","Portugal",35.5226149,-29.4418798,"0.000000000"
"679","Measles","All cases","Notification rate","N/1000000",2006,"RO","Romania",45.8199508,19.7359343,"150.350359610"
"680","Measles","All cases","Notification rate","N/1000000",2006,"SE","Sweden",60.4293287,-3.2645052,"2.210493830"
"681","Measles","All cases","Notification rate","N/1000000",2006,"SI","Slovenia",46.1414895,13.6668529,"0.000000000"
"682","Measles","All cases","Notification rate","N/1000000",2006,"SK","Slovakia",48.6423179,17.0599442,"0.000000000"
"683","Measles","All cases","Notification rate","N/1000000",2006,"UK","United Kingdom",54.0895811,-15.0113976,"12.751491200"
"684","Measles","All cases","Notification rate","N/1000000",2007,"AT","Austria",47.6661908,10.7060663,"2.414588750"
"685","Measles","All cases","Notification rate","N/1000000",2007,"BE","Belgium",50.493573,3.1470018,"5.479693290"
"686","Measles","All cases","Notification rate","N/1000000",2007,"BG","Bulgaria",42.6950461,22.90301,"0.132053760"
"687","Measles","All cases","Notification rate","N/1000000",2007,"CY","Cyprus",35.1670131,32.7657497,"0.000000000"
"688","Measles","All cases","Notification rate","N/1000000",2007,"CZ","Czechia",49.7737786,12.8354699,"0.195041400"
"689","Measles","All cases","Notification rate","N/1000000",2007,"DE","Germany",51.0567272,5.1734704,"6.936775210"
"690","Measles","All cases","Notification rate","N/1000000",2007,"DK","Denmark",56.201989,8.9038344,"0.367168920"
"691","Measles","All cases","Notification rate","N/1000000",2007,"EE","Estonia",58.6436119,22.2937524,"0.744645990"
"692","Measles","All cases","Notification rate","N/1000000",2007,"EL","Greece",38.027144,19.0352981,"0.181224950"
"693","Measles","All cases","Notification rate","N/1000000",2007,"ES","Spain",35.3248265,-17.5870176,"5.917203890"
"694","Measles","All cases","Notification rate","N/1000000",2007,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"4.647150000"
"695","Measles","All cases","Notification rate","N/1000000",2007,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"6.090472000"
"696","Measles","All cases","Notification rate","N/1000000",2007,"FI","Finland",64.4093773,15.3793338,"0.000000000"
"697","Measles","All cases","Notification rate","N/1000000",2007,"FR","France",45.6203343,-7.9821305,"0.644197620"
"698","Measles","All cases","Notification rate","N/1000000",2007,"HU","Hungary",47.130825,16.8652846,"0.000000000"
"699","Measles","All cases","Notification rate","N/1000000",2007,"IE","Ireland",53.2667296,-13.4969127,"11.981241060"
"700","Measles","All cases","Notification rate","N/1000000",2007,"IS","Iceland",64.7707364,-24.5196408,"0.000000000"
"701","Measles","All cases","Notification rate","N/1000000",2007,"IT","Italy",40.8030637,2.118703,"10.219198540"
"702","Measles","All cases","Notification rate","N/1000000",2007,"LT","Lithuania",55.1450555,21.2444669,"0.000000000"
"703","Measles","All cases","Notification rate","N/1000000",2007,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"704","Measles","All cases","Notification rate","N/1000000",2007,"LV","Latvia",56.8523539,21.9054152,"0.000000000"
"705","Measles","All cases","Notification rate","N/1000000",2007,"MT","Malta",35.935038,14.2135383,"4.930771960"
"706","Measles","All cases","Notification rate","N/1000000",2007,"NL","Netherlands",52.1835446,2.6402164,"0.611321970"
"707","Measles","All cases","Notification rate","N/1000000",2007,"NO","Norway",63.0622908,-2.8732225,"4.272469020"
"708","Measles","All cases","Notification rate","N/1000000",2007,"PL","Poland",51.8354408,13.8542533,"1.049167140"
"709","Measles","All cases","Notification rate","N/1000000",2007,"PT","Portugal",35.5226149,-29.4418798,"0.000000000"
"710","Measles","All cases","Notification rate","N/1000000",2007,"RO","Romania",45.8199508,19.7359343,"16.658382430"
"711","Measles","All cases","Notification rate","N/1000000",2007,"SE","Sweden",60.4293287,-3.2645052,"0.109730250"
"712","Measles","All cases","Notification rate","N/1000000",2007,"SI","Slovenia",46.1414895,13.6668529,"0.000000000"
"713","Measles","All cases","Notification rate","N/1000000",2007,"SK","Slovakia",48.6423179,17.0599442,"0.000000000"
"714","Measles","All cases","Notification rate","N/1000000",2007,"UK","United Kingdom",54.0895811,-15.0113976,"16.439267980"
"715","Measles","All cases","Notification rate","N/1000000",2008,"AT","Austria",47.6661908,10.7060663,"53.803634060"
"716","Measles","All cases","Notification rate","N/1000000",2008,"BE","Belgium",50.493573,3.1470018,"9.187328310"
"717","Measles","All cases","Notification rate","N/1000000",2008,"BG","Bulgaria",42.6950461,22.90301,"0.133014060"
"718","Measles","All cases","Notification rate","N/1000000",2008,"CY","Cyprus",35.1670131,32.7657497,"1.288107030"
"719","Measles","All cases","Notification rate","N/1000000",2008,"CZ","Czechia",49.7737786,12.8354699,"0.193359600"
"720","Measles","All cases","Notification rate","N/1000000",2008,"DE","Germany",51.0567272,5.1734704,"11.128971920"
"721","Measles","All cases","Notification rate","N/1000000",2008,"DK","Denmark",56.201989,8.9038344,"2.191464210"
"722","Measles","All cases","Notification rate","N/1000000",2008,"EE","Estonia",58.6436119,22.2937524,"0.000000000"
"723","Measles","All cases","Notification rate","N/1000000",2008,"EL","Greece",38.027144,19.0352981,"0.090408250"
"724","Measles","All cases","Notification rate","N/1000000",2008,"ES","Spain",35.3248265,-17.5870176,"6.481429310"
"725","Measles","All cases","Notification rate","N/1000000",2008,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"18.219837000"
"726","Measles","All cases","Notification rate","N/1000000",2008,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"18.787009000"
"727","Measles","All cases","Notification rate","N/1000000",2008,"FI","Finland",64.4093773,15.3793338,"0.943310080"
"728","Measles","All cases","Notification rate","N/1000000",2008,"FR","France",45.6203343,-7.9821305,"9.436439430"
"729","Measles","All cases","Notification rate","N/1000000",2008,"HU","Hungary",47.130825,16.8652846,"0.000000000"
"730","Measles","All cases","Notification rate","N/1000000",2008,"IE","Ireland",53.2667296,-13.4969127,"12.562349060"
"731","Measles","All cases","Notification rate","N/1000000",2008,"IS","Iceland",64.7707364,-24.5196408,"0.000000000"
"732","Measles","All cases","Notification rate","N/1000000",2008,"IT","Italy",40.8030637,2.118703,"90.549695980"
"733","Measles","All cases","Notification rate","N/1000000",2008,"LT","Lithuania",55.1450555,21.2444669,"0.311273870"
"734","Measles","All cases","Notification rate","N/1000000",2008,"LU","Luxembourg",49.8134791,5.4739377,"0.000000000"
"735","Measles","All cases","Notification rate","N/1000000",2008,"LV","Latvia",56.8523539,21.9054152,"1.368731770"
"736","Measles","All cases","Notification rate","N/1000000",2008,"MT","Malta",35.935038,14.2135383,"2.451990030"
"737","Measles","All cases","Notification rate","N/1000000",2008,"NL","Netherlands",52.1835446,2.6402164,"6.644154150"
"738","Measles","All cases","Notification rate","N/1000000",2008,"NO","Norway",63.0622908,-2.8732225,"0.844385810"
"739","Measles","All cases","Notification rate","N/1000000",2008,"PL","Poland",51.8354408,13.8542533,"2.623594860"
"740","Measles","All cases","Notification rate","N/1000000",2008,"PT","Portugal",35.5226149,-29.4418798,"0.094756740"
"741","Measles","All cases","Notification rate","N/1000000",2008,"RO","Romania",45.8199508,19.7359343,"0.678443800"
"742","Measles","All cases","Notification rate","N/1000000",2008,"SE","Sweden",60.4293287,-3.2645052,"2.722443500"
"743","Measles","All cases","Notification rate","N/1000000",2008,"SI","Slovenia",46.1414895,13.6668529,"0.000000000"
"744","Measles","All cases","Notification rate","N/1000000",2008,"SK","Slovakia",48.6423179,17.0599442,"0.000000000"
"745","Measles","All cases","Notification rate","N/1000000",2008,"UK","United Kingdom",54.0895811,-15.0113976,"22.835185810"
"746","Measles","All cases","Notification rate","N/1000000",2009,"AT","Austria",47.6661908,10.7060663,"6.358725960"
"747","Measles","All cases","Notification rate","N/1000000",2009,"BE","Belgium",50.493573,3.1470018,"3.068888160"
"748","Measles","All cases","Notification rate","N/1000000",2009,"BG","Bulgaria",42.6950461,22.90301,"301.187111120"
"749","Measles","All cases","Notification rate","N/1000000",2009,"CY","Cyprus",35.1670131,32.7657497,"0.000000000"
"750","Measles","All cases","Notification rate","N/1000000",2009,"CZ","Czechia",49.7737786,12.8354699,"0.479580280"
"751","Measles","All cases","Notification rate","N/1000000",2009,"DE","Germany",51.0567272,5.1734704,"6.987604110"
"752","Measles","All cases","Notification rate","N/1000000",2009,"DK","Denmark",56.201989,8.9038344,"1.451523380"
"753","Measles","All cases","Notification rate","N/1000000",2009,"EE","Estonia",58.6436119,22.2937524,"0.000000000"
"754","Measles","All cases","Notification rate","N/1000000",2009,"EL","Greece",38.027144,19.0352981,"0.180265520"
"755","Measles","All cases","Notification rate","N/1000000",2009,"ES","Spain",35.3248265,-17.5870176,"0.886692140"
"756","Measles","All cases","Notification rate","N/1000000",2009,"EUEEA30_21","EU/EEA (without UK)",NA,NA,"12.725222000"
"757","Measles","All cases","Notification rate","N/1000000",2009,"EUEEAUK_21","EU/EEA (with UK until 2019)",NA,NA,"13.473876000"
"758","Measles","All cases","Notification rate","N/1000000",2009,"FI","Finland",64.4093773,15.3793338,"0.375494190"
"759","Measles","All cases","Notification rate","N/1000000",2009,"FR","France",45.6203343,-7.9821305,"23.993699720"
"760","Measles","All cases","Notification rate","N/1000000",2009,"HU","Hungary",47.130825,16.8652846,"0.099691200"
