"url_bulletins","year","month","code_region","name_region","lat","lon","new_unclassified_cases","total_unclassified_cases","new_no_cases","total_no_cases","new_possible_cases","total_possible_cases","new_probable_cases","total_probable_cases","new_confirmed_cases","total_confirmed_cases","new_cases","total_cases"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,11,"Marche",43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,12,"Lazio",41.89277044,12.48366722,0,0,0,5,1,5,0,0,0,2,1,7
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,13,"Abruzzo",42.35122196,13.39843823,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,14,"Molise",41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,15,"Campania",40.83956555,14.25084984,0,0,0,0,1,1,0,1,0,1,1,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,16,"Apulia",41.12559576,16.86736689,0,0,2,4,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,1,0,0,1,2,1,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,19,"Sicily",38.11569725,13.3623566999999,0,0,0,0,0,0,0,0,0,1,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_15.pdf",2015,4,20,"Sardinia",39.21531192,9.110616306,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,1,"Piedmont",45.0732745,7.680687483,0,0,-1,3,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,3,"Lombardy",45.46679409,9.190347404,1,1,0,4,0,13,10,11,3,8,13,32
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,21,"AP Bolzano",46.49933453,11.35662422,0,0,0,1,0,0,0,1,11,21,11,22
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,22,"AP Trento",46.06893511,11.12123097,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,5,"Veneto",45.43490485,12.33845213,0,0,1,5,0,0,0,1,3,17,3,18
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,0,0,0,0,0,0,0,1,1,1,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,7,"Liguria",44.41149315,8.9326992,0,0,0,3,0,2,0,0,0,1,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,8,"Emilia-Romagna",44.49436681,11.3417208,0,0,1,9,-22,-9,-3,-1,0,3,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,9,"Tuscany",43.76923077,11.25588885,0,1,2,2,0,0,0,0,1,2,1,2
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,11,"Marche",43.61675973,13.5188753,0,0,2,2,1,1,0,0,0,0,1,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,12,"Lazio",41.89277044,12.48366722,0,0,0,5,0,5,0,0,3,5,3,10
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,13,"Abruzzo",42.35122196,13.39843823,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,14,"Molise",41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,15,"Campania",40.83956555,14.25084984,0,0,0,0,0,1,0,1,0,1,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,16,"Apulia",41.12559576,16.86736689,0,0,0,4,0,0,0,0,1,1,1,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,1,0,0,0,2,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,19,"Sicily",38.11569725,13.3623566999999,0,0,0,0,0,0,0,0,0,1,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_16.pdf",2015,5,20,"Sardinia",39.21531192,9.110616306,0,0,0,0,0,0,0,0,1,1,1,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,1,"Piedmont",45.0732745,7.680687483,0,0,0,3,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,3,"Lombardy",45.46679409,9.190347404,0,1,0,4,2,15,1,12,3,11,6,38
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,21,"AP Bolzano",46.49933453,11.35662422,0,0,1,2,0,0,14,15,-15,6,-1,21
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,22,"AP Trento",46.06893511,11.12123097,0,0,0,0,1,1,0,0,0,0,1,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,5,"Veneto",45.43490485,12.33845213,0,0,0,5,1,1,0,1,0,17,1,19
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,0,0,0,0,0,0,0,2,3,2,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,7,"Liguria",44.41149315,8.9326992,0,0,0,3,0,2,0,0,2,3,2,5
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,8,"Emilia-Romagna",44.49436681,11.3417208,0,0,1,10,13,4,1,0,0,3,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,9,"Tuscany",43.76923077,11.25588885,0,1,2,4,1,1,0,0,1,3,2,4
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,0,5,5,5,5
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,11,"Marche",43.61675973,13.5188753,0,0,0,2,0,1,0,0,0,0,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,12,"Lazio",41.89277044,12.48366722,0,0,1,6,3,8,0,0,0,5,3,13
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,13,"Abruzzo",42.35122196,13.39843823,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,14,"Molise",41.55774754,14.65916051,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,15,"Campania",40.83956555,14.25084984,0,0,0,0,0,1,0,1,0,1,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,16,"Apulia",41.12559576,16.86736689,0,0,0,4,0,0,0,0,0,1,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,17,"Basilicata",40.63947052,15.80514834,0,0,1,1,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,1,0,0,0,2,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,19,"Sicily",38.11569725,13.3623566999999,0,0,0,0,0,0,0,0,0,1,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_17.pdf",2015,6,20,"Sardinia",39.21531192,9.110616306,0,0,0,0,0,0,0,0,1,2,1,2
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,1,"Piedmont",45.0732745,7.680687483,0,0,0,3,1,1,0,0,1,1,2,2
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,0,0,0,0,0,0,0
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,3,"Lombardy",45.46679409,9.190347404,0,1,2,6,-1,14,1,13,3,14,3,41
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,21,"AP Bolzano",46.49933453,11.35662422,0,0,0,2,1,1,-1,14,0,6,0,21
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,22,"AP Trento",46.06893511,11.12123097,0,0,0,0,0,1,0,0,0,0,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,5,"Veneto",45.43490485,12.33845213,0,0,0,5,0,1,0,1,0,17,0,19
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,0,0,0,0,0,0,0,0,3,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,7,"Liguria",44.41149315,8.9326992,0,0,0,3,0,2,0,0,0,3,0,5
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,8,"Emilia-Romagna",44.49436681,11.3417208,0,0,0,10,-5,-1,0,0,0,3,0,3
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,9,"Tuscany",43.76923077,11.25588885,0,1,1,5,0,1,0,0,4,7,4,8
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,1,1,-1,4,0,5
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,11,"Marche",43.61675973,13.5188753,0,0,0,2,0,1,0,0,0,0,0,1
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2015_18.pdf",2015,7,12,"Lazio",41.89277044,12.48366722,0,0,1,7,1,9,1,1,5,10,7,20
