"url_bulletins","year","month","code_region","name_region","lat","lon","new_unclassified_cases","total_unclassified_cases","new_no_cases","total_no_cases","new_possible_cases","total_possible_cases","new_probable_cases","total_probable_cases","new_confirmed_cases","total_confirmed_cases","new_cases","total_cases","Unit","incidence"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",19,"Sicily",38.11569725,13.3623566999999,0,0,0,1,0,0,0,0,1,4,1,4,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_07.pdf",2014,"6",20,"Sardinia",39.21531192,9.110616306,1,9,0,0,-5,24,10,20,3,18,8,62,NA,"3.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",1,"Piedmont",45.0732745,7.680687483,0,0,5,16,-5,143,2,187,9,181,6,511,NA,"11.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",3,"Lombardy",45.46679409,9.190347404,0,0,3,24,2,21,5,18,15,97,22,136,NA,"1.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",21,"AP Bolzano",46.49933453,11.35662422,0,0,0,0,0,2,0,6,1,2,1,10,NA,"2.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",22,"AP Trento",46.06893511,11.12123097,0,0,0,0,-1,0,0,1,1,5,0,6,NA,"1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",5,"Veneto",45.43490485,12.33845213,0,3,4,11,-1,0,-2,9,6,51,3,60,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,2,0,1,0,0,0,0,0,2,0,2,NA,"0.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",7,"Liguria",44.41149315,8.9326992,0,0,0,5,0,69,0,50,3,76,3,195,NA,"12.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",8,"Emilia-Romagna",44.49436681,11.3417208,0,0,9,24,-6,6,3,14,22,174,19,194,NA,"4.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",9,"Tuscany",43.76923077,11.25588885,0,0,0,2,2,2,1,1,2,20,5,23,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,1,0,0,0,1,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",11,"Marche",43.61675973,13.5188753,0,1,0,1,1,2,0,0,10,23,11,25,NA,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",12,"Lazio",41.89277044,12.48366722,-4,2,5,7,13,36,7,17,43,96,63,149,NA,"2.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",13,"Abruzzo",42.35122196,13.39843823,0,0,0,1,0,1,-1,0,2,15,1,16,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",14,"Molise",41.55774754,14.65916051,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",15,"Campania",40.83956555,14.25084984,0,0,0,1,-1,3,1,3,0,7,0,13,NA,"0.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",16,"Apulia",41.12559576,16.86736689,0,0,0,3,2,18,-1,6,2,49,3,73,NA,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0,NA,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,0,0,1,0,11,0,12,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",19,"Sicily",38.11569725,13.3623566999999,0,0,0,1,1,1,0,0,0,4,1,5,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_08.pdf",2014,"8",20,"Sardinia",39.21531192,9.110616306,3,12,0,0,1,25,1,21,20,38,22,84,NA,"5.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",1,"Piedmont",45.0732745,7.680687483,0,0,-1,15,1,144,3,190,-2,179,2,513,NA,"11.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",3,"Lombardy",45.46679409,9.190347404,0,0,1,25,-6,15,6,24,3,100,3,139,NA,"1.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",21,"AP Bolzano",46.49933453,11.35662422,0,0,0,0,0,2,0,6,0,2,0,10,NA,"1.9"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",22,"AP Trento",46.06893511,11.12123097,0,0,0,0,0,0,0,1,0,5,0,6,NA,"1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",5,"Veneto",45.43490485,12.33845213,-1,2,0,11,0,0,0,9,0,51,0,60,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,-2,0,0,1,0,0,0,0,5,7,5,7,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",7,"Liguria",44.41149315,8.9326992,0,0,0,5,0,69,0,50,0,76,0,195,NA,"12.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",8,"Emilia-Romagna",44.49436681,11.3417208,0,0,3,27,-3,3,2,16,13,187,12,206,NA,"4.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",9,"Tuscany",43.76923077,11.25588885,0,0,0,2,1,3,5,6,8,28,14,37,NA,"1.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,1,0,0,0,1,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",11,"Marche",43.61675973,13.5188753,-1,0,0,1,0,2,0,0,3,26,3,28,NA,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",12,"Lazio",41.89277044,12.48366722,-1,1,1,8,2,38,1,18,8,104,11,160,NA,"2.7"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",13,"Abruzzo",42.35122196,13.39843823,0,0,0,1,0,1,0,0,0,15,0,16,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",14,"Molise",41.55774754,14.65916051,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",15,"Campania",40.83956555,14.25084984,0,0,0,1,0,3,0,3,0,7,0,13,NA,"0.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",16,"Apulia",41.12559576,16.86736689,0,0,1,4,-3,15,1,7,1,50,-1,72,NA,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0,NA,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,0,0,1,0,11,0,12,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",19,"Sicily",38.11569725,13.3623566999999,0,0,0,1,0,1,0,0,0,4,0,5,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_09.pdf",2014,"9",20,"Sardinia",39.21531192,9.110616306,0,12,0,0,-24,1,24,45,0,38,0,84,NA,"5.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",1,"Piedmont",45.0732745,7.680687483,0,0,0,15,2,146,3,193,4,183,9,522,NA,"11.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",3,"Lombardy",45.46679409,9.190347404,0,0,0,25,0,15,1,25,3,103,4,143,NA,"1.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",21,"AP Bolzano",46.49933453,11.35662422,0,0,0,0,0,2,1,7,0,2,1,11,NA,"2.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",22,"AP Trento",46.06893511,11.12123097,0,0,0,0,0,0,0,1,0,5,0,6,NA,"1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",5,"Veneto",45.43490485,12.33845213,0,2,1,12,0,0,0,9,0,51,0,60,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,0,0,1,0,0,0,0,0,7,0,7,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",7,"Liguria",44.41149315,8.9326992,0,0,0,5,0,69,0,50,2,78,2,197,NA,"12.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",8,"Emilia-Romagna",44.49436681,11.3417208,0,0,0,27,0,3,0,16,0,187,0,206,NA,"4.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",9,"Tuscany",43.76923077,11.25588885,1,1,1,3,3,6,-1,5,13,41,15,52,NA,"1.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,1,0,0,0,1,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",11,"Marche",43.61675973,13.5188753,0,0,0,1,1,3,0,0,8,34,9,37,NA,"2.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",12,"Lazio",41.89277044,12.48366722,0,1,1,9,6,44,0,18,6,110,12,172,NA,"2.9"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",13,"Abruzzo",42.35122196,13.39843823,0,0,1,2,0,1,0,0,1,16,1,17,NA,"1.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",14,"Molise",41.55774754,14.65916051,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",15,"Campania",40.83956555,14.25084984,0,0,0,1,0,3,0,3,0,7,0,13,NA,"0.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",16,"Apulia",41.12559576,16.86736689,0,0,0,4,0,15,0,7,0,50,0,72,NA,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0,NA,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,0,0,1,0,11,0,12,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",19,"Sicily",38.11569725,13.3623566999999,0,0,0,1,0,1,0,0,0,4,0,5,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_10.pdf",2014,"10",20,"Sardinia",39.21531192,9.110616306,-1,11,0,0,0,1,0,45,1,39,1,85,NA,"5.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",1,"Piedmont",45.0732745,7.680687483,0,0,4,19,-1,145,-1,192,6,189,4,526,NA,"11.9"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",2,"Aosta Valley",45.73750286,7.320149366,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",3,"Lombardy",45.46679409,9.190347404,0,0,1,26,1,16,0,25,2,105,3,146,NA,"1.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",21,"AP Bolzano",46.49933453,11.35662422,0,0,0,0,0,2,-1,6,1,3,0,11,NA,"2.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",22,"AP Trento",46.06893511,11.12123097,0,0,0,0,0,0,0,1,0,5,0,6,NA,"1.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",5,"Veneto",45.43490485,12.33845213,-1,1,2,14,0,0,-1,8,2,53,1,61,NA,"1.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",6,"Friuli-Venezia Giulia",45.6494354,13.76813649,0,0,1,2,0,0,1,1,11,18,12,19,NA,"1.5"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",7,"Liguria",44.41149315,8.9326992,0,0,0,5,-2,67,2,52,0,78,0,197,NA,"12.4"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",8,"Emilia-Romagna",44.49436681,11.3417208,0,0,2,29,0,3,0,16,0,187,0,206,NA,"4.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",9,"Tuscany",43.76923077,11.25588885,-1,0,2,5,-1,5,1,6,8,49,8,60,NA,"1.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",10,"Umbria",43.10675841,12.38824698,0,0,0,0,0,0,0,1,0,0,0,1,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",11,"Marche",43.61675973,13.5188753,0,0,1,2,0,3,0,0,3,37,3,40,NA,"2.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",12,"Lazio",41.89277044,12.48366722,-1,0,4,13,3,47,-2,16,5,115,6,178,NA,"3.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",13,"Abruzzo",42.35122196,13.39843823,0,0,0,2,1,2,0,0,0,16,1,18,NA,"1.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",14,"Molise",41.55774754,14.65916051,0,0,0,0,0,1,0,0,0,0,0,1,NA,"0.3"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",15,"Campania",40.83956555,14.25084984,0,0,0,1,0,3,0,3,0,7,0,13,NA,"0.2"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",16,"Apulia",41.12559576,16.86736689,0,0,0,4,0,15,0,7,1,51,1,73,NA,"1.8"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",17,"Basilicata",40.63947052,15.80514834,0,0,0,0,0,0,0,0,0,0,0,0,NA,"0.0"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",18,"Calabria",38.90597598,16.59440194,0,0,0,0,0,0,0,1,0,11,0,12,NA,"0.6"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",19,"Sicily",38.11569725,13.3623566999999,0,0,0,1,0,1,0,0,0,4,0,5,NA,"0.1"
"https://github.com/fbranda/measles/blob/main/Italy/2014/bulletins/R%26M_News_2014_11.pdf",2014,"11_12",20,"Sardinia",39.21531192,9.110616306,-11,0,0,0,0,1,14,59,1,40,15,100,NA,"6.0"
